idVotacao,dataHoraVoto,voto,deputado_id,deputado_nome,deputado_siglaPartido,deputado_siglaUf,tema
2226362-7,2019-10-30 20:57:35,Sim,204452,Márcio Labre,PSL,RJ,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:57:36,Sim,204496,Celso Sabino,PSDB,PA,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:57:37,Sim,178947,Sóstenes Cavalcante,DEM,RJ,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:57:38,Sim,207309,Enéias Reis,PSL,MG,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:57:38,Sim,197438,Tito,AVANTE,BA,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:57:43,Sim,178929,Diego Garcia,PODE,PR,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:57:44,Sim,204479,Nicoletti,PSL,RR,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:57:45,Sim,191923,Flávio Nogueira,PDT,PI,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:57:48,Sim,160610,Valmir Assunção,PT,BA,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:57:54,Sim,204404,Lucas Redecker,PSDB,RS,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:57:59,Sim,160645,Luiz Carlos,PSDB,AP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:02,Sim,160619,José Nunes,PSD,BA,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:02,Sim,204512,Delegado Marcelo Freitas,PSL,MG,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:08,Sim,160641,Professora Marcivania,PCdoB,AP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:09,Sim,178956,Mariana Carvalho,PSDB,RO,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:09,Sim,204553,Pastor Sargento Isidório,AVANTE,BA,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:10,Sim,74848,Jandira Feghali,PCdoB,RJ,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:11,Sim,204382,Loester Trutis,PSL,MS,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:13,Sim,178961,Shéridan,PSDB,RR,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:19,Sim,160510,Luis Tibé,AVANTE,MG,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:22,Sim,74060,Daniel Almeida,PCdoB,BA,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:22,Sim,141464,José Airton Félix Cirilo,PT,CE,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:22,Sim,92346,Eduardo Bolsonaro,PSL,SP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:23,Sim,204490,Charlles Evangelista,PSL,MG,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:27,Sim,204508,Igor Timo,PODE,MG,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:29,Sim,160538,Bohn Gass,PT,RS,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:31,Sim,73808,Sérgio Brito,PSD,BA,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:32,Obstrução,204509,Áurea Carolina,PSOL,MG,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:32,Sim,204386,Jose Mario Schreiner,DEM,GO,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:34,Sim,178933,Sergio Souza,MDB,PR,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:36,Sim,204364,Eli Borges,SOLIDARIEDADE,TO,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:38,Sim,90842,Santini,PTB,RS,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:40,Sim,204458,Major Fabiana,PSL,RJ,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:41,Sim,204403,Marlon Santos,PDT,RS,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:44,Sim,204484,General Peternelli,PSL,SP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:45,Sim,204477,Felício Laterça,PSL,RJ,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:50,Sim,204502,Bozzella,PSL,SP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:58:59,Sim,204503,Alexandre Padilha,PT,SP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:01,Sim,204527,Geninho Zuliani,DEM,SP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:01,Sim,178927,Aliel Machado,PSB,PR,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:03,Sim,204420,Julian Lemos,PSL,PB,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:08,Sim,160632,Zé Silva,SOLIDARIEDADE,MG,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:08,Sim,204494,Fred Costa,PATRI,MG,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:11,Sim,74270,Gilberto Nascimento,PSC,SP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:14,Sim,204388,Bibo Nunes,PSL,RS,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:14,Sim,141401,Carlos Bezerra,MDB,MT,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:16,Sim,204374,Bia Kicis,PSL,DF,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:17,Sim,141421,Eduardo da Fonte,PP,PE,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:19,Sim,204570,Gildenemyr,PL,MA,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:20,Sim,204441,Otoni de Paula,PSC,RJ,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:21,Sim,204472,José Medeiros,PODE,MT,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:23,Sim,171617,Paulão,PT,AL,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:26,Sim,204469,Manuel Marcos,REPUBLICANOS,AC,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:30,Sim,204546,Joice Hasselmann,PSL,SP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:30,Sim,204534,Tabata Amaral,PDT,SP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:32,Sim,204532,Vinicius Poit,NOVO,SP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:35,Sim,178987,Orlando Silva,PCdoB,SP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:35,Sim,205863,Marcelo Brum,PSL,RS,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:35,Sim,178954,Lucio Mosquini,MDB,RO,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:36,Sim,74419,Gonzaga Patriota,PSB,PE,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:37,Sim,204461,Paulo Ganime,NOVO,RJ,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:40,Sim,178879,Lucas Vergilio,SOLIDARIEDADE,GO,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:45,Sim,122158,Pedro Paulo,DEM,RJ,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:47,Sim,160518,Weliton Prado,PROS,MG,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:52,Sim,178959,Hiran Gonçalves,PP,RR,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:56,Sim,204513,Guiga Peixoto,PSL,SP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:58,Sim,141450,Hugo Leal,PSD,RJ,Finanças Públicas e Orçamento
2226362-7,2019-10-30 20:59:59,Sim,150418,Márcio Marinho,REPUBLICANOS,BA,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:00:01,Sim,204371,Felipe Rigoni,PSB,ES,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:00:05,Sim,204536,Kim Kataguiri,DEM,SP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:00:08,Obstrução,74467,Damião Feliciano,PDT,PB,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:00:08,Sim,204526,Luiz Philippe de Orleans e Bragança,PSL,SP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:00:11,Sim,204409,Daniel Trzeciak,PSDB,RS,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:00:12,Sim,204545,Alê Silva,PSL,MG,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:00:14,Sim,178831,André Abdon,PP,AP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:00:15,Sim,204505,Vavá Martins,REPUBLICANOS,PA,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:00:18,Sim,204520,Junio Amaral,PSL,MG,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:00:32,Sim,141405,Celso Maldaner,MDB,SC,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:00:35,Sim,178977,Eduardo Cury,PSDB,SP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:00:42,Sim,204555,José Ricardo,PT,AM,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:05,Sim,74352,Nilson Pinto,PSDB,PA,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:07,Sim,141488,Paulo Teixeira,PT,SP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:08,Sim,178873,Helder Salomão,PT,ES,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:14,Sim,204528,Adriana Ventura,NOVO,SP,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:21,Sim,204419,Glaustin Fokus,PSC,GO,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:25,Sim,179587,Vitor Hugo,PSL,GO,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:25,Sim,204480,Rogério Correia,PT,MG,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:26,Sim,74079,José Priante,MDB,PA,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:28,Sim,204426,Carlos Veras,PT,PE,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:35,Sim,178858,Mário Negromonte Jr.,PP,BA,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:41,Sim,204539,Hercílio Coelho Diniz,MDB,MG,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:41,Sim,204454,Daniel Silveira,PSL,RJ,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:42,Abstenção,204429,João H. Campos,PSB,PE,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:43,Sim,204460,Carlos Jordy,PSL,RJ,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:44,Sim,160639,Professora Dorinha Seabra Rezende,DEM,TO,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:45,Sim,204365,Gilson Marques,NOVO,SC,Finanças Públicas e Orçamento
2226362-7,2019-10-30 21:01:47,Sim,73801,Renildo Calheiros,PCdoB,PE,Finanças Públicas e Orçamento
