uriProposicao,siglaTipo,numero,ano,codTema,tema,relevancia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/277415,PDC,1562,2005.0,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278042,PDC,1563,2005.0,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278139,PDC,1564,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278140,PDC,1565,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278141,PDC,1566,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278142,PDC,1567,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278143,PDC,1568,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278144,PDC,1569,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278146,PDC,1570,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278148,PDC,1571,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278163,PDC,1572,2005.0,43,Direito Penal e Processual Penal,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278163,PDC,1572,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278757,PDC,1573,2005.0,57,Defesa e Segurança,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278757,PDC,1573,2005.0,68,Direito Constitucional,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278757,PDC,1573,2005.0,74,"Política, Partidos e Eleições",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278973,PDC,1574,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278976,PDC,1575,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278978,PDC,1576,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278979,PDC,1577,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278981,PDC,1578,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278982,PDC,1579,2005.0,68,Direito Constitucional,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278982,PDC,1579,2005.0,43,Direito Penal e Processual Penal,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/278982,PDC,1579,2005.0,74,"Política, Partidos e Eleições",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/279019,PDC,1580,2005.0,51,Estrutura Fundiária,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/279580,PDC,1581,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/279580,PDC,1581,2005.0,70,Finanças Públicas e Orçamento,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280129,PDC,1582,2005.0,53,Processo Legislativo e Atuação Parlamentar,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280134,PDC,1583,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280135,PDC,1584,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280137,PDC,1585,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280138,PDC,1586,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280139,PDC,1587,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280140,PDC,1588,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280141,PDC,1589,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280142,PDC,1590,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280143,PDC,1591,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280144,PDC,1592,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280147,PDC,1593,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280268,PDC,1594,2005.0,52,Previdência e Assistência Social,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280268,PDC,1594,2005.0,70,Finanças Públicas e Orçamento,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280294,PDC,1595,2005.0,68,Direito Constitucional,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280294,PDC,1595,2005.0,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280295,PDC,1596,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280296,PDC,1597,2005.0,68,Direito Constitucional,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280296,PDC,1597,2005.0,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280297,PDC,1598,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280422,PDC,1599,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280424,PDC,1600,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280426,PDC,1601,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280428,PDC,1602,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280429,PDC,1603,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280431,PDC,1604,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280434,PDC,1605,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280436,PDC,1606,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280439,PDC,1607,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280440,PDC,1608,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280442,PDC,1609,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280443,PDC,1610,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280444,PDC,1611,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280446,PDC,1612,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280447,PDC,1613,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280448,PDC,1614,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280449,PDC,1615,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280450,PDC,1616,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280458,PDC,1617,2005.0,43,Direito Penal e Processual Penal,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/280975,PDC,1618,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/281113,PDC,1619,2005.0,51,Estrutura Fundiária,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/281300,PDC,1620,2005.0,74,"Política, Partidos e Eleições",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/282532,PDC,1621,2005.0,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/282532,PDC,1621,2005.0,51,Estrutura Fundiária,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/282617,PDC,1622,2005.0,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/282617,PDC,1622,2005.0,51,Estrutura Fundiária,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/282714,PDC,1623,2005.0,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/282714,PDC,1623,2005.0,51,Estrutura Fundiária,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/282731,PDC,1624,2005.0,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/282731,PDC,1624,2005.0,51,Estrutura Fundiária,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/282737,PDC,1625,2005.0,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/282737,PDC,1625,2005.0,51,Estrutura Fundiária,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/282747,PDC,1626,2005.0,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/282747,PDC,1626,2005.0,51,Estrutura Fundiária,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283218,PDC,1627,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283218,PDC,1627,2005.0,60,Turismo,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283219,PDC,1628,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283222,PDC,1629,2005.0,43,Direito Penal e Processual Penal,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283222,PDC,1629,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283223,PDC,1630,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283226,PDC,1631,2005.0,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283226,PDC,1631,2005.0,51,Estrutura Fundiária,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283469,PDC,1632,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283470,PDC,1633,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283471,PDC,1634,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283472,PDC,1635,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283473,PDC,1636,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283474,PDC,1637,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283475,PDC,1638,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283476,PDC,1639,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283477,PDC,1640,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283478,PDC,1641,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283479,PDC,1642,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283481,PDC,1643,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283483,PDC,1644,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283484,PDC,1645,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283485,PDC,1646,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283486,PDC,1647,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283487,PDC,1648,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283488,PDC,1649,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283489,PDC,1650,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283490,PDC,1651,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283574,PDC,1652,2005.0,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/283574,PDC,1652,2005.0,51,Estrutura Fundiária,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284076,PDC,1653,2005.0,51,Estrutura Fundiária,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284860,PDC,1654,2005.0,46,Educação,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284860,PDC,1654,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284861,PDC,1655,2005.0,66,"Indústria, Comércio e Serviços",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284861,PDC,1655,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284861,PDC,1655,2005.0,56,Saúde,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284862,PDC,1656,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284895,PDC,1657,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284896,PDC,1658,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284897,PDC,1659,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284898,PDC,1660,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284899,PDC,1661,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284900,PDC,1662,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284901,PDC,1663,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284903,PDC,1664,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284906,PDC,1665,2005.0,37,Comunicações,2
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284907,PDC,1666,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284908,PDC,1667,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284909,PDC,1668,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284910,PDC,1669,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/284911,PDC,1670,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/285460,PDC,1671,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/285463,PDC,1672,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/285464,PDC,1673,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/285465,PDC,1674,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/285466,PDC,1675,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/285467,PDC,1676,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/285468,PDC,1677,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/285469,PDC,1678,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/285470,PDC,1679,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/285471,PDC,1680,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/285472,PDC,1681,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/285812,PDC,1682,2005.0,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/286154,PDC,1683,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/286304,PDC,1684,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/286339,PDC,1685,2005.0,40,Economia,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/286339,PDC,1685,2005.0,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287841,PDC,1686,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287843,PDC,1687,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287844,PDC,1688,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287846,PDC,1689,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287847,PDC,1690,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287851,PDC,1691,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287853,PDC,1692,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287856,PDC,1693,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287858,PDC,1694,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287860,PDC,1695,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287862,PDC,1696,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287863,PDC,1697,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287865,PDC,1698,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287866,PDC,1699,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287867,PDC,1700,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287868,PDC,1701,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287870,PDC,1702,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287871,PDC,1703,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287872,PDC,1704,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287874,PDC,1705,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287875,PDC,1706,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287878,PDC,1707,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287879,PDC,1708,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287881,PDC,1709,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287883,PDC,1710,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287884,PDC,1711,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287885,PDC,1712,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287921,PDC,1713,2005.0,40,Economia,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287923,PDC,1714,2005.0,40,Economia,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287924,PDC,1715,2005.0,40,Economia,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/287925,PDC,1716,2005.0,40,Economia,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288216,PDC,1717,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288217,PDC,1718,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288218,PDC,1719,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288219,PDC,1720,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288220,PDC,1721,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288221,PDC,1722,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288222,PDC,1723,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288223,PDC,1724,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288225,PDC,1725,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288226,PDC,1726,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288229,PDC,1727,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288230,PDC,1728,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288231,PDC,1729,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288232,PDC,1730,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288238,PDC,1731,2005.0,43,Direito Penal e Processual Penal,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288238,PDC,1731,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288238,PDC,1731,2005.0,57,Defesa e Segurança,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288239,PDC,1732,2005.0,43,Direito Penal e Processual Penal,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288239,PDC,1732,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288239,PDC,1732,2005.0,57,Defesa e Segurança,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288240,PDC,1733,2005.0,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288240,PDC,1733,2005.0,66,"Indústria, Comércio e Serviços",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288240,PDC,1733,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288240,PDC,1733,2005.0,56,Saúde,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288241,PDC,1734,2005.0,35,"Arte, Cultura e Religião",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288241,PDC,1734,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288242,PDC,1735,2005.0,46,Educação,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288242,PDC,1735,2005.0,52,Previdência e Assistência Social,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288242,PDC,1735,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288243,PDC,1736,2005.0,48,Meio Ambiente e Desenvolvimento Sustentável,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/288243,PDC,1736,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289314,PDC,1737,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289314,PDC,1737,2005.0,70,Finanças Públicas e Orçamento,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289315,PDC,1738,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289316,PDC,1739,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289317,PDC,1740,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289318,PDC,1741,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289319,PDC,1742,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289320,PDC,1743,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289321,PDC,1744,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289322,PDC,1745,2005.0,37,Comunicações,2
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289323,PDC,1746,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289324,PDC,1747,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289325,PDC,1748,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289326,PDC,1749,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289327,PDC,1750,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289328,PDC,1751,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289329,PDC,1752,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289330,PDC,1753,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289331,PDC,1754,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289332,PDC,1755,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/289333,PDC,1756,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/290179,PDC,1757,2005.0,74,"Política, Partidos e Eleições",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/290179,PDC,1757,2005.0,56,Saúde,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/290745,PDC,1758,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/290745,PDC,1758,2005.0,60,Turismo,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/290746,PDC,1759,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/290746,PDC,1759,2005.0,60,Turismo,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/290747,PDC,1760,2005.0,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/291070,PDC,1761,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/291076,PDC,1762,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/291081,PDC,1763,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/291083,PDC,1764,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/291084,PDC,1765,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/291086,PDC,1766,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/291089,PDC,1767,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/291091,PDC,1768,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/291092,PDC,1769,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/291096,PDC,1770,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/291120,PDC,1771,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/291133,PDC,1772,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/291144,PDC,1773,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/291159,PDC,1774,2005.0,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/291165,PDC,1775,2005.0,37,Comunicações,0
